"CaseID","weight1","weight2","weight3","sflag","D1","D2","D3","D4A","D4B","D4C","D4E","D5","D7","D8A","S2","D6","R0","R1_a","R1_b","R1_c","R1_d","R1_e","R1_f","R1_g","R1_h","R1_Refused","R3","R7","H0_a","H0_b","H0_c","H0_d","H0_e","H0_f","H0_g","H0_Refused","H1","H4","H5","H7_a","H7_b","H7_c","H7_d","H7_e","H7_f","H7_Refused","M0","M2","M3","M4","L0","L1_a","L1_b","L1_c","L1_d","L1_e","L1_f","L1_Refused","A0","A0A_a","A0A_b","A0A_c","A0A_d","A0A_e","A0A_f","A0A_g","A0A_h","A0A_Refused","A0B","A1A","A1B","A1C","A2A","A4","C1","C2A","C3","C4A","C4B","C4C","C4D","ED0","ED1","ED3","ED4","ED5","ED6A_a","ED6A_b","ED6A_c","ED6A_d","ED6A_e","ED6A_f","ED8","ED9","ED10","ED11A_a","ED11A_b","ED11A_c","ED11A_d","ED11A_e","ED11A_f","ED12","ED13_a","ED13_b","ED13_c","ED13_d","ED13_e","ED13_f","ED13_g","ED13_Refused","ED14_a","ED14_b","ED14_c","ED14_d","ED14_e","ED14_f","ED14_g","ED14_h","ED14_Refused","ED15","ED16","S7_a","S7_b","S7_c","T0_A1","T0_B1","T0_C1","T0_D1","T0_1_Refused","T0_A2","T0_B2","T0_C2","T0_D2","T0_2_Refused","T0_A3","T0_B3","T0_C3","T0_D3","T0_3_Refused","T1_A1","T1_A2","T1_A3","T1_B1","T1_B2","T1_B3","T1_C1","T1_C2","T1_C3","T1_D1","T1_D2","T1_D3","T1_E1","T1_E2","T1_E3","T2","T2B_1","T2B_2","T2B_3","T2B_4","T2B_5","T2B_6","T5","T7","E1_a","E1_b","E1_c","E1_d","E1_e","E1_f","E2","E4_a","E4_b","E4_c","E4_d","E4_e","E4_f","E4_g","E4_h","E4_i","B2","DOV_B3B4","B3","B4","B5","B6","B7","K0","K1","K1B","K2_b","K2_c","K2_d","K2_e","K2_f","K2_g","K2_h","K2A","K2B","K2C","K14_a","K14_b","K14_c","K14_d","K14_e","K14_f","K14_g","K14_h","K14_Refused","K16","K17","K18","K3_a","K3_b","K3_c","K3_d","K3_e","K3_f","K3_g","K3_h","K3_i","K3_j","K3_k","K3_l","K5A","K8A","K9_a","K9_b","K9_c","K9_d","K9_e","K9_f","K10_a","K10_b","K10_c","K10_d","K10_e","K10_f","K10_g","K10_h","K10_i","K10_j","K10_k","X1","X2_a","X2_b","X2_c","X2_d","X2_e","X2_f","X2_g","X2_h","X2_i","X2_j","X2_Refused","X9","X10","I1","I2","I2A","I3_a","I3_b","I3_c","I3_d","I3_e","I3_f","I3_g","I3_h","I3_i","I3_j","I3_k","I3_Refused","I7","E1B","E1A","E3A_a","E3A_b","E3A_c","E3A_d","E3A_e","E3A_f","E3A_g","E3A_h","E3A_i","E3A_Refused","E3B","ppcmdate","ppage","ppagecat","ppagect4","ppethm","ppgender","pphhhead","pphhsize","pphouse","ppincimp","ppmarit","ppmsacat","ppreg9","pprent","ppstaten","PPT01","PPT25","PPT612","PPT1317","PPT18OV","ppwork","ppnet","sector","control","ppcm0160","ind2","T2B_Refused","T2B_total","S7_total","E1_total","avoidtreatment","insurance","ppreg4"
13805,,1.3008,1.9126,1,6,6,,2,,,1,,1,0,3,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,2012,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,,1,1,0,,2,3,1,1,,,,,3,7,2013,1,1,1,1,1,0,1,1,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,5,5,1,3,999,1,0,0,0,0,,,,,,,,,,,10000,,,0,,,3,,,1,,,0,,,,0,1000,0,0,0,0,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,4,4,3,5,2,3,4,999,0,0,0,1,0,0,0,,,,1,0,1,0,0,1,0,0,0,,,4,1,1,1,1,1,1,1,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,1,25,4,1,0,0,0,0,0,1,0,0,0,1,0,3,0,1,0,0,1,0,0,0,0,0,0,0,,20140731,21,1,1,1,2,0,4,1,16,5,1,6,1,62,0,0,0,0,4,1,1,2,2,20,448000,0,1000,1,1,0,1,3
13807,,1.4724,1.4048,1,1,1,1,,,3,1,1,1,0,1,2001,,,,,,,,,,,,,0,0,0,0,0,1,0,0,2,3,3,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,0,,,,,2,4,1,0,0,0,0,0,6,6,,,,,,,,,,1997,1997,3,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,6,6,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,3,3,3,3,3,7,999,0,0,0,0,0,0,0,,,,0,1,0,0,0,0,0,0,0,,,,1,8,8,8,8,8,8,8,8,8,8,8,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,2,0,,,,,,,,,,,,,,2,0,0,0,0,0,0,0,0,0,1,0,0,2,20140430,44,3,2,1,1,1,2,1,13,1,1,5,1,58,0,0,0,0,2,1,0,,,3,611000,0,0,0,0,0,0,3
13808,,1.0567,0.5272,1,1,1,1,,,3,2,,1,0,2,,4,0,0,0,1,1,0,0,0,0,1130,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,,2,1,1,0,1,1,1,0,2,,,,,,,,,,,,,,,,,,,,,1,0,0,1,0,0,0,0,,,,,,,,,,2,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,1,3,5,3,2,4,3,6,65,0,0,0,0,0,0,0,2,3,,1,0,0,0,0,0,0,0,0,,,,1,8,1,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,-1,2,20,4,0,0,1,0,0,1,1,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,2,20140507,33,2,2,1,1,1,5,1,7,5,1,9,2,93,0,0,1,0,4,1,1,,,20,621000,0,0,0,0,1,1,4
13809,,2.1636,2.3847,1,1,1,1,,,3,1,1,1,0,1,2005,,,,,,,,,,,,,0,0,0,0,1,1,0,0,1,3,3,0,0,0,0,0,1,0,1,0,2,1220,,,,,,,,,0,,,,,,,,,,0,,,,,8,3,1,0,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,,,,,,,,8,8,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,2,3,3,3,3,4,3,3,999,1,1,0,0,0,0,0,,,,,,,,,,,,,888,888,3,1,0,0,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,1,15,3,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,3,20140430,49,4,3,1,1,1,3,1,16,1,0,3,1,32,0,0,1,0,2,1,0,,,26,238000,0,0,0,0,0,1,2
13810,,1.8491,3.0141,1,1,1,2,,,2,2,1,1,0,2,,3,0,0,0,1,1,0,0,0,0,750,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,,3,2,0,,,,,,2,,,,,,,,,,,,,,,,,,,,,1,0,1,1,0,1,0,0,,,,,,,,,,2,8,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,2,4,4,3,2,3,1,5,888,0,0,0,0,0,0,0,,,,1,0,1,0,1,0,0,0,0,,,,1,1,1,8,8,8,8,8,1,8,8,8,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,2,10,3,0,0,1,0,1,0,0,0,0,0,0,0,3,0,1,0,0,1,1,1,0,0,0,0,0,4,20140716,21,1,1,1,2,0,6,1,17,6,1,1,2,15,1,0,0,1,4,1,1,,,17,111000,0,0,0,1,0,1,1
13812,,1.8346,0.9088,1,1,1,3,,,3,,1,1,0,1,1997,,,,,,,,,,,,,1,0,0,0,0,0,0,0,2,5,3,,,,,,,,1,1,3,310,,,,,,,,,0,,,,,,,,,,1,,,,1,2,2,1,1,,,,,3,8,2007,2008,4,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4,1,5,5,3,2,7,999,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,8,8,8,8,8,8,8,8,8,8,8,8,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,2,0,,,,,,,,,,,,,,2,1,,0,0,0,0,0,0,0,1,0,0,5,20140503,38,3,2,4,2,1,1,1,8,1,1,7,1,74,0,0,0,0,1,2,0,4,1,1,454000,0,0,0,2,0,0,3
13814,,2.0389,2.9081,1,1,1,1,,,3,1,1,1,0,1,2000,,,,,,,,,,,,,0,0,0,0,0,1,0,0,3,3,3,,,,,,,,1,0,2,2155,,,,,,,,,0,,,,,,,,,,0,,,,,2,5,1,0,0,0,1,0,3,9,2014,1,2,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,8,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,3,3,3,2,4,3,3,70,1,1,-1,-1,-1,-1,-1,3,,3,,,,,,,,,,6,3,3,1,8,8,1,1,1,1,1,0,8,0,1,0,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,9,2,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,,20140603,38,3,2,3,2,1,6,1,16,1,1,9,1,93,0,0,1,1,4,1,1,4,1,3,334000,0,0,0,0,0,1,4
13817,,0.9674,0.4276,1,1,1,1,,,3,2,,1,0,2,,4,0,0,1,0,0,0,0,0,0,680,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,1,0,0,0,0,0,,0,0,0,,1,4,1,0,0,0,0,0,5,7,,,,,,,,,,1986,1991,1,0,1,0,0,0,1,,,,,,,,,,,,,,,,,,,1,2,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,2,2,4,4,4,4,5,6,61,1,1,1,1,1,0,1,3,,3,,,,,,,,,,0,3,3,1,0,0,1,1,1,1,1,0,0,1,1,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,2,5,3,0,1,0,0,1,0,1,0,0,0,0,0,3,1,,0,0,1,0,0,0,0,0,0,0,,20141004,46,4,3,1,2,1,3,3,8,5,1,3,2,33,0,0,0,1,2,1,0,4,1,18,623000,0,0,0,2,0,1,2
13818,,0.8159,0.4343,1,1,1,1,,,3,1,,1,0,2,,3,1,1,1,1,1,0,0,0,0,575,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,1,1,1,1,0,0,,0,0,0,,3,3,1,0,0,1,1,0,7,1,,,,,,,,,,2005,2009,2,1,1,1,0,1,1,2,,,,,,,,,,,,,,,,,,3,4,1,3,999,1,0,0,0,0,,,,,,,,,,,20000,,,0,,,3,,,1,,,0,,,,0,0,20000,0,0,0,1,,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,3,3,2,2,4,1,7,999,0,0,0,0,0,0,0,,,,1,0,1,0,0,0,0,0,0,,,,8,1,1,1,8,8,8,8,8,0,0,8,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,2,0,,,,,,,,,,,,,,2,0,0,0,1,0,0,1,0,0,1,0,0,1,20140502,27,2,1,1,2,1,1,3,5,5,1,5,2,55,0,0,0,0,1,1,1,2,2,9,611000,0,20000,1,0,1,1,3
13820,,1.2324,1.893,1,1,1,1,,,3,1,1,1,0,1,2011,,,,,,,,,,,,,1,1,1,0,1,0,0,0,3,3,2,0,0,0,0,0,1,0,1,0,1,500,,,,,,,,,1,0,0,0,1,0,0,0,1,0,,0,0,0,,1,4,1,0,1,1,1,0,4,9,2011,2012,3,1,1,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,1,1,0,1,0,1,1,0,1,0,1,1,0,,,,,,55000,1500,,500,70,,3,3,,0,0,,0,0,,,15000,0,75000,0,0,0,1,,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,1,2,3,4,5,4,2,7,999,1,0,0,1,0,0,0,,,,,,,,,,,,,2,5,3,1,1,1,8,1,8,1,8,8,0,0,8,0,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,,,,,,,,,,,,,,3,0,1,0,1,1,0,0,0,0,0,0,0,5,20140928,24,1,1,1,2,1,3,1,12,1,0,4,1,43,1,0,0,0,2,1,1,5,2,13,622000,0,90000,1,1,0,1,2
13821,,1.0784,1.4194,1,1,8,,,3,,,9,1,0,1,2001,,,,,,,,,,,,,0,0,0,0,0,0,1,0,3,5,3,,,,,,,,1,0,4,0,,,,,,,,,1,0,0,0,1,0,0,0,0,0,,1,-1,1,,3,1,1,0,1,1,0,1,3,1,2014,2014,3,1,-1,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,2,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,0,0,0,1,0,0,0,-1,-1,1,-1,1,1,-1,-1,-1,3,2,3,2,3,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,2,0,1,0,0,1,0,0,0,0,0,0,0,,20141004,70,6,4,1,2,1,2,1,16,1,1,9,1,93,0,0,0,0,2,5,1,,,,,0,0,0,1,1,1,4
13822,,,1.8721,3,1,1,1,,,3,1,,1,1,2,,4,0,0,0,0,0,0,1,0,0,510,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,1,1,0,0,0,0,,0,0,0,,2,3,1,0,1,1,1,0,3,1,2014,1,4,0,1,0,1,0,1,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,8,8,1,3,0,1,0,1,0,0,,,,,,,,,,,1300,,,0,,,8,,,0,,,0,,,,0,1400,0,0,0,0,3,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,2,5,5,3,4,5,5,7,888,1,1,1,0,0,0,0,,,,,,,,,,,,,26,26,3,1,1,8,1,1,8,8,8,8,0,0,1,1,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,1,30,2,0,0,0,1,0,1,1,1,0,0,0,0,3,0,1,0,1,1,1,1,0,0,0,0,0,5,20140630,56,5,3,2,1,1,1,3,9,5,1,3,2,35,0,0,0,0,1,1,0,4,1,6,622000,0,1400,1,1,0,1,2
13824,,0.7521,0.928,1,1,8,,,3,,,2,1,0,1,2009,,,,,,,,,,,,,0,0,1,0,1,0,0,0,3,4,3,1,1,0,0,0,0,0,1,0,1,3423,,,,,,,,,0,,,,,,,,,,0,,,,,1,5,1,1,,,,,9,2,,,,,,,,,,1958,1962,1,0,1,1,0,1,0,1,,,,,,,,,,,,,,,,,,2,4,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,4,1,3,3,4,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,,,,,,,,,,,,,0,2,,,,,,,,,,,,,,,2,1,,1,0,1,0,0,0,0,0,0,0,,20140509,73,6,4,1,1,1,2,3,19,1,1,2,1,22,0,0,0,0,2,5,1,2,2,,,0,0,0,2,0,1,1
13825,,3.8919,5.2662,1,1,1,2,,,3,1,,1,0,3,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,,8,5,0,,,,,,2,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,,,,,,,,,,6,1,0,3,999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,100,0,0,0,0,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,2,5,5,5,2,5,1,7,999,0,0,0,0,0,0,0,,,,1,0,0,0,1,0,0,0,0,,,,1,1,1,8,8,8,8,8,8,8,8,8,0,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2,50,3,0,0,0,0,0,1,0,1,0,0,0,0,2,1,,0,0,1,1,0,0,0,0,0,0,3,20140812,18,1,1,4,2,0,4,1,17,5,1,4,1,47,0,0,0,0,4,1,1,,,29,813900,0,100,0,2,0,1,2
13826,,0.9877,1.3285,1,1,1,1,,,3,1,1,1,0,2,,4,0,1,1,0,0,0,0,0,0,1700,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,1,1,0,0,0,0,,0,0,0,,1,4,1,0,1,1,0,0,3,12,2002,-1,3,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,6,4,0,1,0,,,,,,1,0,0,0,0,,,,,,,20000,,,200,,,1,,,0,,,0,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,3,2,3,2,3,4,3,3,4,888,0,1,1,0,0,0,0,,,,0,0,0,0,0,1,0,0,0,,888,3,1,1,1,1,0,1,1,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,0,1,0,1,0,1,1,0,0,0,0,0,3,0,1,0,0,1,0,0,0,0,0,0,0,,20140503,44,3,2,1,1,1,5,1,12,1,1,9,3,91,0,0,1,1,3,1,1,1,1,28,931000,0,0,1,1,0,1,4
13827,,3.0727,1.5827,1,4,1,2,,,3,2,,1,0,3,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,1992,1,0,0,0,0,0,0,0,,,,,,,,,,0,,,,,3,2,0,,,,,,3,10,2010,2011,3,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,1,1,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,3,3,4,4,1,1,,0,0,0,0,0,0,0,,,,0,0,0,0,0,1,0,0,0,,888,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,1,3,0,,,,,,,,,,,,,,2,0,1,0,0,0,0,1,0,0,0,0,0,1,20140426,22,1,1,4,2,0,4,2,4,5,1,9,3,93,0,0,0,0,4,2,0,4,1,20,443000,0,0,0,1,0,1,4
13833,,,0.878,3,1,6,,2,,,2,,0,1,2,,3,1,1,0,0,0,1,0,0,0,909,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,,2,3,0,,,,,,2,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,,,,,,,,,,6,2,1,3,1,1,0,0,0,0,,,,,,0,0,0,1,0,8000,,,50,,,1,,,0,,,1,,,,0,0,0,0,0,6099,3,2,0,0,0,0,0,1,0,-1,-1,-1,1,-1,-1,-1,-1,-1,2,2,3,4,5,4,5,2,7,67,-1,-1,-1,-1,-1,-1,-1,3,,1,0,0,0,0,0,0,0,1,0,,,,8,8,8,8,0,8,1,8,8,8,8,8,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,1,3,5,3,0,0,0,0,0,0,0,1,0,0,0,0,2,1,,0,0,0,0,0,0,0,1,0,0,3,20140520,33,2,2,2,2,1,3,3,8,5,1,2,2,21,0,1,0,0,2,7,1,,,,,0,6099,1,2,1,1,1
13834,,1.3835,2.1453,1,1,1,1,,,3,2,6,1,0,2,,4,0,0,1,0,0,0,0,0,0,800,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,,2,3,1,0,1,1,1,0,4,11,2003,2004,2,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,8,1,0,0,1,0,0,0,0,,,,,,,,,,,20000,,,0,,,2,,,1,,,0,,,,20000,0,0,0,0,0,1,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,3,4,4,5,4,3,6,999,0,0,0,0,0,0,0,,,,0,0,0,1,0,0,0,0,0,,888,,1,8,8,8,8,8,8,8,8,0,8,8,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,1,0,,,,,,,,,,,,,,3,0,0,0,0,1,0,0,0,0,0,0,0,,20140509,29,2,1,1,1,1,4,1,13,1,1,7,2,74,0,1,1,0,2,1,1,,,26,811100,0,20000,1,0,0,1,3
13835,,1.3917,2.082,1,4,1,3,,,1,,,1,0,1,2005,,,,,,,,,,,,,1,0,0,0,1,1,0,0,2,3,1,1,0,0,0,0,0,0,0,,,,2005,0,1,0,0,0,0,0,0,,,,,,,,,,0,,,,,1,5,1,1,,,,,2,,,,,,,,,,,,,,,,,,,,,0,0,1,1,0,0,0,0,,,,,,,,,,5,4,0,3,999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,3,4,3,3,3,4,999,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,1,1,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,2,20,3,0,1,0,1,1,0,1,1,0,0,0,0,2,1,,1,0,1,0,0,0,0,0,0,0,,20140507,40,3,2,1,1,1,2,1,11,5,1,5,1,59,0,0,0,0,2,2,1,,,3,541900,0,0,0,2,0,0,3
13837,,1.3864,1.5133,1,1,1,1,,,3,1,1,1,0,1,2000,,,,,,,,,,,,,1,1,1,0,1,1,0,0,2,3,3,,,,,,,,1,0,4,900,,,,,,,,,0,,,,,,,,,,0,,,,,1,4,1,0,1,0,1,0,6,2,,,,,,,,,,1979,1986,3,1,1,1,0,0,1,,,,,,,,,,,,,,,,,,,2,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,1,4,5,3,5,2,4,6,69,1,1,1,1,-1,1,1,3,,4,,,,,,,,,,8,0,2,1,8,0,1,1,1,1,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,1,2,25,3,0,1,1,0,0,0,1,1,1,0,0,0,2,0,0,1,1,0,0,0,0,1,0,0,0,5,20140430,52,4,3,1,2,1,2,1,17,1,1,2,1,23,0,0,0,0,2,1,0,2,2,2,441000,0,0,0,0,0,1,1
13838,,1.5082,0.6264,1,1,1,1,,,3,2,8,1,0,2,,1,1,0,0,0,0,0,0,0,0,800,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,,2,2,0,,,,,,2,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,,,,,,,,,,2,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,4,1,5,5,5,5,2,2,7,999,1,0,0,0,0,0,0,,,,,,,,,,,,,2,2,3,8,8,8,8,1,8,8,8,8,8,8,8,0,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,,,,,,,,,,,,,,2,0,0,0,0,0,0,1,0,0,0,0,0,1,20140818,45,4,3,1,2,1,2,3,10,1,1,2,2,23,0,0,0,0,2,1,0,,,3,623000,0,0,0,0,0,1,1
13839,,1.9035,3.1895,1,1,1,1,,,3,2,,0,0,2,,4,0,0,0,1,1,0,0,0,0,560,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,,2,3,0,,,,,,2,,,,,,,,,,,,,,,,,,,,,1,0,0,1,0,0,0,0,,,,,,,,,,2,2,0,3,999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,3,4,3,4,3,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,,0,0,0,0,0,0,0,0,1,,888,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,1,-1,-1,2,-1,,,,,,,,,,,,,,2,0,0,0,0,1,0,1,0,1,0,0,0,2,20140426,23,1,1,1,1,1,4,1,13,5,1,7,1,72,0,1,0,1,2,1,1,,,1,721000,0,0,0,0,0,1,3
13842,,1.7615,1.8822,1,6,1,3,,,3,,1,1,0,2,,4,1,0,0,0,0,0,0,0,0,500,4,,,,,,,,,,,,,,,,,,,,,,,2013,1,0,0,1,1,0,0,0,,,,,,,,,,0,,,,,1,8,1,0,1,1,0,1,5,8,,,,,,,,,,1989,1989,1,1,1,0,0,0,1,,,,,,,,,,,,,,,,,,,2,5,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,250000,0,0,0,0,1,,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,2,1,5,1,1,5,1,2,1,,0,0,0,1,0,1,0,,,,,,,,,,,,,,,2,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,3,0,1,0,1,0,0,0,0,0,0,0,0,3,20140808,51,4,3,2,1,1,2,2,13,6,1,5,2,58,0,0,0,0,2,2,0,2,2,18,812100,0,250000,0,1,1,1,3
13843,,1.8233,2.9895,1,1,1,3,,,1,,,0,1,2,,4,0,0,1,0,1,0,1,0,0,950,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,1,,,,1,2,3,0,,,,,,3,8,2002,2004,5,1,1,-1,-1,-1,1,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,1,0,5,7,1,3,999,1,0,0,0,0,,,,,,,,,,,10000,,,250,,,3,,,1,,,0,,,,0,0,10000,0,0,0,0,3,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,1,3,1,3,1,5,4,7,888,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,1,1,0,0,0,0,1,1,1,0,0,0,2,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,2,0,,,,,,,,,,,,,,3,0,0,0,0,0,0,1,1,1,1,0,0,1,20140426,29,2,1,2,1,1,1,2,14,5,1,5,2,54,0,0,0,0,1,1,1,2,2,21,611000,0,10000,1,0,1,0,3
