CaseID,weight_orig,XYEAR,D0,D1,DOV_LIVARR,D2,D3,D4A,D4B,D4C,D5,S1A,S1B,S2,S3,S4,S5,S4A,S5A,S7_a,S7_b,S7_c,S7_d,DOV_SDEBT1,DOV_SDEBT2,DOV_SDEBT3,DOV_SDEBT4,S11,S12,S13A,S13B,S14_a,S14_b,S15,R1_a,R1_b,R1_c,R1_d,R1_e,R1_f,R1_g,R1_h,R1_Refused,R2,R3A,H0,H1,H4,H5,H6,L1,L2,L1A,L2A,L3,A1A_a,A1A_b,A1A_c,A1B_a,A1B_b,A1B_c,A3,A4,A5,A6,A7,C1,C2_a,C2_b,C3,C4_a,C4_b,C4_c,C4_d,T1_A1,T1_A2,T1_A3,T1_A4,T1_B1,T1_C1,T1_D1,T1_E1,T1_B2,T1_C2,T1_D2,T1_E2,T1_B3,T1_C3,T1_D3,T1_E3,T1_B4,T1_C4,T1_D4,T1_E4,T1A_F1,T1A_F2,T1A_F3,T1A_F4,T1A_G1,T1A_G2,T1A_G3,T1A_G4,T2,T3,T4,T6,T7,T8,E1_a,E1_b,E1_c,E1_d,E1_e,E1_f,E2,E3,E4_a,E4_b,E4_c,E4_d,E4_e,E4_f,E4_g,E4_h,B1_a,B1_b,B2,B3,K0,K1,K2_a,K2_b,K2_c,K2_d,K2_e,K2_f,K2_g,K2_h,K2_Refused,K3_a,K3_b,K3_c,K3_d,K3_e,K3_f,K3_g,K3_h,K3_i,K3_j,K3_k,K3_l,K3_Refused,K4,K5,K6,K7,K8,K9_a,K9_b,K9_c,K9_d,K9_e,K10_a,K10_b,K10_c,K10_d,K10_e,K10_f,K10_g,K10_h,K10_i,K10_j,K10_k,K10_Refused,K11,K12,K13,X1,X2_a,X2_b,X2_c,X2_d,X2_e,X2_f,X2_g,X2_h,X2_i,X2_j,X2_k,X2_Refused,X3,X4_a,X4_b,X4_c,X4_d,X4_e,X4_f,X4_Refused,X5,X6_a,X6_b,X6_c,X6_d,X6_e,X6_f,X6_g,X6_Refused,X7,X8,X9,X10,Y1,Y2,DOV_Y3_Y4,Y3_a,Y3_b,Y3_c,Y3_d,Y3_e,Y3_Refused,Y4_a,Y4_b,Y4_c,Y4_d,Y4_e,Y4_Refused,I1,I2,I3_a,I3_b,I3_c,I3_d,I3_e,I3_f,I3_g,I3_h,I3_i,I3_j,I3_k,I3_Refused,I4,I4A,I5,I6,I6A,I7,I8_a,I8_b,I8_c,I9,I10_a,I10_b,I10_c,I10_d,I10_e,I10_f,I10_g,I10_Refused,DOV_E1A_E1B,E1A,E1B,E3B_a,E3B_b,E3B_c,E3B_d,E3B_e,E3B_f,E3B_g,E3B_h,E3B_i,E3B_Refused,E4B,G1,G2,G3,P3,P4,P5,P6,P7,P8,PPAGE,PPAGECAT,PPAGECT4,PPEDUC,PPEDUCAT,PPETHM,PPGENDER,PPHHHEAD,PPHHSIZE,PPHOUSE,PPINCIMP,PPMARIT,PPMSACAT,PPREG4,PPREG9,PPRENT,PPSTATEN,PPT01,PPT25,PPT612,PPT1317,PPT18OV,PPWORK,PPNET,sector,control,weight,totalstudentloan,A1a,A1b,A1c,normincome,normalincome,income,insurance,avoidtreatment,T6a,studentloans
3782,.1978,1988,2,2,1,1,1,,,,1,1,,1,,1,0,,,1,0,0,0,1,0,0,0,6,1,,5,1,0,0,,,,,,,,,,,,2013,,3,3,,,,,,,1,0,1,,,,2,3,3,2,,3,0,1,0,1,0,0,0,1,,,,1,0,0,0,,,,,,,,,,,,,150,,,,50,,,,0,,3,12,2,0,1,0,1,0,1,1,0,2,1,0,0,1,1,1,0,1,3,2,3,2,0,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,0,,,,,,,,,0,,-1,0,3,4,,,,,,,,,,,,,,2,0,,,,,,,,,,,,,0,,2,,,2,0,0,1000,1,,,,,,,,,2,,0,0,0,0,0,0,0,1,0,0,0,1,3,2,,2,1,1,,,1,24,1,1,11,3,2,2,1,2,1,3,5,1,3,6,1,63,0,0,1,0,1,7,0,,,.1411,150,1,0,1,0,1,1,1,1,12,1
726,.483,1959,1,2,1,1,1,,,,1,1,,1,,1,0,,,0,0,0,0,0,0,0,0,2,0,,5,0,0,1,,,,,,,,,,,,1994,3,5,3,,,,,,,,,0,,,,0,1,,1,,4,1,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,2,2,3,4,1,,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,,0,0,2,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,0,,,,,,,,,1,0,0,0,2,2,,,,,,,,,,,,,,1,10,0,0,0,1,0,1,1,1,1,0,0,0,54000,,-1,,,2,40,560,400,1,,,,,,,,,2,,0,0,0,1,0,0,0,0,0,0,0,0,,,3,3,1,1,,,2,54,4,3,11,3,1,2,1,2,1,12,1,1,1,2,1,21,0,0,0,0,2,1,1,,,.4338,0,,,0,,,5,1,1,,0
242,.3262,1972,5,1,,1,1,,,,,,1,1,,,,1,1,0,0,0,0,0,0,0,0,5,1,,5,0,0,1,,,,,,,,,,,,2003,1,4,3,,,,,,,,,,0,0,0,1,3,4,1,,5,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,3,0,0,0,0,0,1,0,0,5,5,3,2,3,6,0,1,1,0,1,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,2,0,1,6,4,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,1,1,,,,,,,,,,,,,,1,3,0,1,0,0,1,1,1,1,0,0,0,0,64000,,2,,,3,100,300,600,1,,,,,,,,,1,0,,1,0,0,0,0,0,0,0,0,0,1,,,2,3,1,1,,,2,41,3,2,12,4,1,1,1,1,3,13,5,1,1,1,1,16,0,0,0,0,1,1,1,,,.2775,0,0,0,0,64000,5,5,1,0,,0
939,1.3805,1969,1,2,1,1,1,,,,2,1,,1,,1,1,,,0,0,999,999,0,0,0,0,2,0,,5,1,0,1,,,,,,,,,,,,1999,1,3,3,,,,,,,,,0,,,,1,1,,1,,5,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,5,4,3,3,1,,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,,0,0,10,7,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,0,,,,,,,,,1,0,0,1,1,1,,,,,,,,,,,,,,1,2,0,1,0,0,0,1,1,0,0,0,0,0,110000,,3,100000,,2,0,0,1000,1,,,,,,,,,1,1,,0,0,1,0,0,0,0,0,0,0,1,2,1,5,3,1,1,,,2,43,3,2,12,4,1,1,1,2,1,16,1,1,2,3,1,31,0,0,0,0,2,1,1,,,1.6338,0,,,0,100000,7,7,1,0,,0
1262,.4953,1955,1,2,1,1,3,,,3,1,1,,1,,1,1,,,0,0,0,0,0,0,0,0,2,0,,2,0,0,1,,,,,,,,,,,,2001,1,3,3,,,,,,,,,0,,,,0,1,,2,,5,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,3,3,2,4,2,7,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,10,10,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,0,,0,1,2,2,,,,,,,,,,,,,,2,0,,,,,,,,,,,,,15000,,1,29000,,2,0,1000,0,1,,,,,,,,,1,0,,0,1,0,0,0,0,0,0,0,0,0,,,5,3,1,1,,,1,57,5,3,9,2,1,2,1,3,1,13,1,1,1,2,1,21,0,0,0,0,3,2,1,,,.4857,0,,,0,29000,4,3,1,0,,0
1216,.5247000000000001,1959,5,5,4,1,1,,,,,,1,3,0,,,,,0,0,0,0,0,0,0,0,2,0,,4,1,1,1,,,,,,,,,,,,,,,,,1,1,,,1,,,,,,0,0,3,1,1,0,2,1,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,2,3,2,2,4,3,0,1,1,0,1,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,3,0,0,5,2,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,0,,,,,,,,,1,0,0,0,2,2,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,-1,2,,,1,0,0,1000,1,,,,,,,,,2,,0,0,1,0,0,0,0,0,0,0,0,0,1,2,-1,3,1,1,,,1,54,4,3,9,2,1,2,0,3,1,9,5,1,3,5,1,52,0,0,0,0,3,1,1,,,.418,0,,,0,,-1,-1,1,0,,0
1872,.7105,1969,1,2,1,1,1,,,,2,1,,1,,1,0,,,-1,-1,1,-1,,,1,,3,0,,7,1,0,1,,,,,,,,,,,,2007,1,2,3,,,,,,,,,0,,,,0,3,1,2,,4,0,0,0,1,1,0,0,,,1,,,,,,,,,,1,0,0,0,,,,,,,40000,,,,212,,,,,,,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,3,2,1,0,,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,,0,0,10,8,,,,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,,,,,,,,,1,0,0,1,2,1,,,,,,,,,,,,,,3,0,,,,,,,,,,,,,75000,,1,80000,,1,0,0,1000,3,0,0,1,0,0,0,0,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,2,1,5,4,2,,2,2,,44,3,2,9,2,1,1,1,5,1,15,1,0,1,2,1,23,0,0,0,1,4,1,1,,,.8326,40000,,,0,80000,6,6,1,0,,1
2198,1.3359,1954,4,2,1,1,1,,,,,,1,1,,,,0,,0,0,0,0,0,0,0,0,4,1,,2,0,0,0,,,,,,,,,,,,1990,1,1,3,,,,,,,,,,0,0,0,0,2,2,1,,5,0,0,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,5,5,1,1,4,8,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,2,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,,0,0,3,3,2,,,,,,,0,1,0,1,0,0,3,0,,,,,,,,,,,,,23000,,2,,,1,0,0,1000,1,,,,,,,,,2,,0,0,1,0,0,0,0,0,0,0,0,0,,,,4,1,2,,,,59,5,3,10,3,1,2,1,2,4,7,2,0,3,5,1,58,0,0,0,1,1,1,0,,,1.3289,0,0,0,0,23000,3,3,1,1,,0
4109,.3602,1935,1,2,1,8,,,3,,8,1,,1,,1,1,,,0,0,0,999,0,0,0,0,2,0,77,,0,0,1,,,,,,,,,,,,1981,1,3,3,,,,,,,,,0,,,,0,1,,1,,5,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,5,3,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,,10,0,,,,,,,,,,,,,0,,,,,,,,0,,,,,,,,,1,0,0,0,,,,,,,,,,,,,,,,2,10,0,1,0,0,0,0,1,0,1,0,0,0,35000,,2,,,2,200,800,0,1,,,,,,,,,1,1,,1,0,1,1,0,0,0,0,0,0,1,,,5,4,1,1,,,1,77,7,4,9,2,1,1,1,2,1,9,1,1,2,4,1,41,0,0,0,0,2,5,1,,,.2807,0,,,0,35000,4,4,1,0,,0
351,.4974,1956,1,2,1,1,1,,,,1,1,,1,,0,,,,0,0,0,0,0,0,0,0,3,0,,4,1,0,0,,,,,,,,,,,,2003,1,3,3,,,,,,,,,0,,,,0,1,,1,,5,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,3,3,4,2,6,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,2,0,0,7,4,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,0,,,,,,,,,1,0,0,0,1,2,,,,,,,,,,,,,,1,3,0,1,0,0,0,0,1,0,0,0,0,0,75000,,2,,,2,500,500,0,1,,,,,,,,,2,,1,1,0,0,0,0,0,0,0,0,0,0,2,1,,3,1,1,,,1,57,5,3,10,3,1,2,0,2,3,13,1,0,1,2,1,21,0,0,0,0,2,1,1,,,.4844,0,,,0,75000,6,6,1,0,,0
1517,.3988,1951,1,2,1,7,,,,,3,1,,1,,0,,,,0,0,0,0,0,0,0,0,1,0,,3,0,0,1,,,,,,,,,,,,2009,,3,3,,,,,,,,,0,,,,0,1,,1,,5,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,3,4,3,4,8,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,9,5,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,0,,,,,,,,,1,0,0,1,,,,,,,,,,,,,,,,1,50,0,0,0,0,0,0,1,0,0,0,0,0,23000,,2,,,3,0,1000,0,1,,,,,,,,,1,1,,0,0,1,0,0,0,0,0,0,0,1,,,5,1,1,2,,,,61,5,4,9,2,1,1,1,2,1,3,1,0,3,5,3,57,0,0,0,0,2,4,1,,,.2338,0,,,0,23000,3,3,0,0,,0
3030,.8165,1970,2,2,1,1,1,,,,1,1,,2,0,,,,,0,0,0,0,0,0,0,0,0,0,,9,1,1,1,0,1,0,0,0,0,0,0,0,0,1350,,,,,,,,,,,,,0,,,,0,3,1,3,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,3,3,2,2,2,4,0,1,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,8,0,0,9,8,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,,,,,,,,,1,3,1,0,1,1,,,,,,,,,,,,,,3,2,0,1,0,0,0,0,1,0,0,0,0,0,100000,,3,88000,,3,300,700,0,2,1,0,0,1,0,0,0,0,2,,0,1,0,1,0,0,0,0,0,0,0,0,1,1,5,2,1,1,,,1,43,3,2,10,3,4,2,1,6,2,15,6,1,1,2,2,22,0,0,2,1,3,1,1,,,.8446,0,,,0,88000,6,7,1,0,,0
614,1.3102,1956,4,1,,1,2,,,,,,1,2,0,,,,,999,999,999,999,0,0,0,0,1,0,,7,1,0,0,1,0,0,0,0,0,0,0,0,0,700,,,,,,,,,,,,,,,,0,0,8,,8,0,4,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,3,0,1,1,0,0,0,0,1,5,5,4,3,2,1,0,1,1,1,0,1,0,1,0,,,,,,,,,,,,,,8,0,0,1,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,-1,,,,,,,,0,,,,,,,,,8,,0,1,1,1,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,65000,,2,,,2,1000,0,0,1,,,,,,,,,1,1,,1,0,0,0,0,0,0,0,0,0,0,4,1,,4,1,1,,,1,56,5,3,11,3,1,2,1,2,1,10,2,1,4,9,2,93,0,0,0,0,2,1,1,,,.9479,0,,,0,65000,5,5,1,1,,0
800,.433,1961,5,1,,1,1,,,,,,1,1,,,,1,0,0,0,0,0,0,0,0,0,5,1,,1,1,1,1,,,,,,,,,,,,2008,2,4,1,1,,,,,,,,,0,1,1,0,2,3,2,,3,0,0,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,1,1,1,2,1,0,0,0,0,0,0,0,5,5,2,3,4,6,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,1,1,10,10,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,3,3,2,,,,,,,1,1,0,0,0,0,2,6,0,1,0,0,0,1,1,0,1,0,0,0,107000,,2,,,1,1000,0,0,1,,,,,,,,,2,,0,0,1,1,0,0,0,0,1,0,0,1,4,4,5,2,1,2,,,,51,4,3,10,3,1,1,1,1,1,16,5,1,3,7,1,74,0,0,0,0,1,1,1,,,.5426,0,0,1,1,107000,7,7,1,1,,0
1089,1.7052,1952,1,3,2,1,2,,,,1,1,,2,0,,,,,0,0,0,0,0,0,0,0,20,0,,4,1,0,0,0,0,0,0,1,0,0,0,0,1,500,,,,,,,,1,1,1,,,0,,,,0,3,4,1,0,3,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,2,2,4,5,1,,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,10,10,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,1,0,0,0,1,0,0,0,0,,,,,,,,,1,1,0,1,3,3,1,0,1,0,0,0,0,,,,,,,1,20,1,0,1,0,0,0,0,0,0,0,0,0,200000,,3,250000,,3,800,200,0,1,,,,,,,,,1,1,,1,0,0,0,0,0,0,0,0,0,1,1,1,,3,1,1,,,1,61,5,4,10,3,4,2,1,6,3,19,1,1,1,2,2,21,0,0,0,1,5,1,1,,,2.2699,0,,,0,250000,10,9,1,1,,0
4044,.1254,1986,5,2,1,1,1,,,,,,1,3,0,,,,,0,999,999,999,0,0,0,0,10,1,,4,1,1,8,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,2,1,,1,0,5,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,1,0,0,3,1,0,0,0,0,0,0,0,5,5,4,3,4,5,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,2,0,0,7,8,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,0,,,,,,,,,0,,0,0,1,1,,,,,,,,,,,,,,1,25,0,0,0,1,1,1,1,1,0,0,0,0,15000,,2,,,3,100,900,0,1,,,,,,,,,1,1,,1,0,1,0,0,0,0,0,0,0,1,2,1,,4,1,1,,,1,26,2,1,12,4,1,2,0,2,3,13,5,1,1,2,2,21,0,0,0,0,2,1,1,,,.109,0,0,0,0,15000,3,3,1,1,,0
2143,.272,1988,5,4,3,1,1,,,,,,1,2,1,,,,,999,999,999,999,0,0,0,0,0,0,,1,0,0,1,0,0,0,0,0,1,0,0,0,0,550,,,,,,1,1,,,2,,,,,,0,0,8,,8,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,3,3,3,1,,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,10,10,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,0,,,,,,,,,0,,0,0,1,1,,,,,,,,,,,,,,2,5,0,1,0,1,0,0,0,1,0,0,0,0,700,,2,,,2,500,300,200,1,,,,,,,,,2,,0,0,0,0,0,0,0,1,0,0,0,0,,,5,2,2,,2,1,,25,2,1,9,2,2,1,0,2,1,5,5,1,2,3,3,34,0,0,0,0,2,1,0,,,.2948,0,,,0,700,1,1,0,0,,0
866,.4526,1936,1,2,1,8,,,3,,5,1,,1,,0,,,,0,0,0,0,0,0,0,0,2,0,55,,1,1,1,,,,,,,,,,,,1985,3,4,3,,,,,,,,,0,,,,0,1,,1,,5,-1,1,0,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,3,0,0,1,0,0,1,0,0,3,3,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,,,5,0,,,,,,,,,,,,,0,,,,,,,,0,,,,,,,,,1,1,0,1,,,,,,,,,,,,,,,,1,15,0,0,0,1,0,0,1,1,0,0,0,0,55000,,2,,,2,0,1000,0,1,,,,,,,,,2,,1,0,1,0,0,0,0,0,0,0,0,1,1,4,5,4,1,1,,,1,77,7,4,12,4,1,1,1,2,1,12,1,1,3,5,1,59,0,0,0,0,2,5,0,,,.4705,0,,,0,55000,5,5,1,0,,0
3594,1.2952,1946,4,1,,8,,,3,,,,1,1,,,,1,0,0,0,0,0,0,0,0,0,4,1,62,,0,0,0,,,,,,,,,,,,1967,3,5,3,,,,,,,,,,1,0,1,1,1,,3,,3,1,0,0,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5,5,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,,,,,,,,,0,,0,0,,,,,,,,,,,,,,,,3,0,,,,,,,,,,,,,17509,,1,1800,,2,1000,0,0,1,,,,,,,,,2,,0,0,1,0,0,0,0,0,0,0,0,0,,,,4,1,1,,,1,67,6,4,10,3,1,2,1,1,1,7,2,1,1,2,1,21,0,0,0,0,1,5,0,,,1.1941,0,1,0,1,1800,1,3,1,0,,0
2673,.9433,1966,5,1,,1,1,,,,,,1,2,0,,,,,0,999,999,999,0,0,0,0,1,1,,9,0,1,0,0,0,0,0,0,0,0,1,0,1,500,,,,,,,,,,,,,,0,0,0,0,1,,1,0,4,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,5,3,4,0,,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,,0,0,1,0,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,0,,0,0,2,2,,,,,,,,,,,,,,2,10,0,0,0,0,0,1,0,1,0,0,0,0,28000,,2,,,2,0,0,1000,2,0,0,1,0,0,0,0,0,2,,0,0,0,1,0,0,0,0,0,0,0,0,2,1,,4,1,1,,,2,47,4,3,10,3,1,1,0,2,1,13,5,1,3,5,1,59,0,0,0,0,2,1,0,,,1.0463,0,0,0,0,28000,4,4,0,0,,0
3457,1.0518,1968,1,2,1,1,2,,,,1,1,,1,,1,0,,,0,0,0,999,0,0,0,0,1,1,,7,0,0,0,,,,,,,,,,,,2000,1,3,3,,,,,,,0,0,0,,,,0,3,2,3,,2,0,1,0,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,4,1,1,2,0,,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,,0,0,6,0,,,,,,,,,,,,,,,,,,,,,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,,,,,,,,,0,,1,1,3,3,1,1,1,0,0,0,0,,,,,,,3,0,,,,,,,,,,,,,46000,,2,,,3,800,0,200,1,,,,,,,,,1,0,,0,0,0,0,0,0,0,1,0,0,0,,,,4,1,1,,,1,45,4,3,9,2,1,2,1,4,4,12,1,0,3,5,1,59,0,0,0,1,3,1,1,,,1.138,0,0,0,0,46000,4,4,1,1,,0
1322,.398,1957,1,2,1,1,2,,,,1,1,,1,,1,1,,,0,0,1,0,0,0,1,0,1,0,,4,1,0,0,,,,,,,,,,,,1984,1,3,3,,,,,,,,,0,,,,0,3,2,3,,2,0,0,1,,,,,,,1,,,,,,,,,,1,0,0,0,,,,,,,51300,,,,382,,,,,,,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,3,4,2,3,1,,0,0,1,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,,0,0,8,7,,,,,,,,,,,,,,,,,,,,,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,,,,,,,,,1,2,0,1,3,8,,1,1,0,0,0,0,,,,,,,2,6,0,0,0,0,0,0,1,0,1,0,0,0,39000,,2,,,1,400,250,350,3,0,0,1,1,0,0,0,0,1,0,,0,0,1,0,0,0,1,0,0,0,0,1,1,,3,1,1,,,1,56,5,3,9,2,1,2,1,2,1,13,1,0,3,5,1,58,0,0,0,0,2,1,1,,,.4306,51300,,,0,39000,4,4,1,0,,1
3182,.8752,1921,4,1,,8,,,3,,,,1,1,,,,0,,999,999,999,999,0,0,0,0,2,0,70,,0,0,1,,,,,,,,,,,,1951,8,8,3,,,,,,,,,,,,0,0,1,,1,,5,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,5,5,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,-1,-1,-1,1,0,0,0,0,1,1,0,0,0,0,0,,,,0,,,,,,,,,,,,,0,,,,,,,,0,,,,,,,,,1,0,0,0,,,,,,,,,,,,,,,,2,0,,,,,,,,,,,,,,5,2,,,2,,,,1,,,,,,,,,1,1,,1,0,1,0,0,0,0,0,0,0,0,,,5,3,1,1,,,-1,92,7,4,10,3,1,1,1,1,1,10,2,1,1,2,1,21,0,0,0,0,1,5,0,,,.774,0,,,0,,5,5,1,0,,0
2975,2.9222,1977,1,2,1,1,1,,,,1,1,,1,,1,0,,,0,0,0,999,0,0,0,0,7,1,,5,0,0,1,,,,,,,,,,,,2011,,3,3,,,,,,,0,0,0,,,,0,1,,1,,5,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,3,3,4,2,3,6,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,0,0,10,5,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,0,,,,,,,,,1,1,0,0,1,1,,,,,,,,,,,,,,2,10,0,1,1,0,0,0,0,0,0,0,0,0,110000,,2,,,3,0,1000,0,1,,,,,,,,,1,1,,1,0,0,0,0,0,0,0,0,0,1,,,3,3,1,2,,,,36,3,2,13,4,3,2,1,4,1,16,1,1,2,3,1,32,1,1,0,0,2,1,1,,,3.4463,0,0,0,0,110000,7,7,1,0,,0
